NomeProduto,Categoria,Preco
Creme para as Mãos,Perfumaria,21.03
Band-aid,Perfumaria,81.31
Pasta de Dente,Perfumaria,44.32
Gaze Esterilizada,Perfumaria,31.5
Termômetro de Infravermelho,Perfumaria,97.2
Anti-inflamatório,Remédios,60.19
Escova de Cabelo,Perfumaria,30.04
Creme Hidratante,Perfumaria,44.61
Creme Anti-idade,Perfumaria,93.73
Fraldas Descartáveis,Perfumaria,48.32
Suplemento de Vitamina D,Vitaminas,57.78
Colírio,Remédios,72.62
Aspirina 500mg,Remédios,86.88
Suplemento de Vitamina D,Vitaminas,52.47
Creme Anti-idade,Perfumaria,45.44
Lenços Umedecidos,Perfumaria,41.83
Aspirina 500mg,Remédios,61.25
Antifúngico,Remédios,21.12
Fraldas Descartáveis,Perfumaria,46.44
Soro Fisiológico,Remédios,5.1
Creme para as Mãos,Perfumaria,26.67
Suplemento de Vitamina D,Vitaminas,41.5
Pasta de Dente,Perfumaria,60.16
Paracetamol 500mg,Remédios,95.13
Gel Antisséptico,Perfumaria,20.79
Xarope para Tosse,Remédios,35.46
Paracetamol 500mg,Remédios,36.45
Suplemento de Magnésio,Vitaminas,72.42
Aspirina 500mg,Remédios,8.68
Antibiótico,Remédios,66.63
Soro Fisiológico,Remédios,52.03
Creme Anti-idade,Perfumaria,82.34
Soro Fisiológico,Remédios,92.55
Inalador,Remédios,76.2
Lenços Umedecidos,Perfumaria,79.67
Lenços Umedecidos,Perfumaria,60.9
Band-aid,Perfumaria,27.94
Suplemento de Cálcio,Vitaminas,29.4
Colírio,Remédios,49.46
Suplemento de Vitamina D,Vitaminas,24.01
Soro Fisiológico,Remédios,78.2
Suplemento de Ômega 3,Vitaminas,97.81
Aspirina 500mg,Remédios,74.62
Máscara de Cílios,Perfumaria,86.1
Fraldas Descartáveis,Perfumaria,41.07
Termômetro Digital,Perfumaria,35.25
Pasta de Dente,Perfumaria,22.22
Protetor Labial,Perfumaria,24.12
Antibiótico,Remédios,82.25
Suplemento de Vitamina D,Vitaminas,47.41
Antiácido,Remédios,20.38
Gaze Esterilizada,Perfumaria,45.05
Termômetro de Infravermelho,Perfumaria,5.06
Protetor Labial,Perfumaria,57.7
Lentes de Contato,Perfumaria,35.25
Xarope para Tosse,Remédios,56.68
Lentes de Contato,Perfumaria,49.72
Protetor Solar,Perfumaria,96.8
Paracetamol 500mg,Remédios,58.05
Colírio,Remédios,32.98
Máscara de Cílios,Perfumaria,97.85
Inalador,Remédios,39.67
Pomada para Assaduras,Perfumaria,35.42
Colágeno em Pó,Vitaminas,82.52
Colágeno em Pó,Vitaminas,13.48
Antialérgico,Remédios,84.7
Suplemento de Magnésio,Vitaminas,9.35
Antiácido,Remédios,32.7
Colágeno em Pó,Vitaminas,85.91
Paracetamol 500mg,Remédios,49.14
Band-aid,Perfumaria,93.75
Xarope para Tosse,Remédios,37.62
Protetor Labial,Perfumaria,5.97
Colírio,Remédios,52.53
Gel Antisséptico,Perfumaria,81.94
Antialérgico,Remédios,88.8
Xarope para Tosse,Remédios,84.67
Vitamina C 1000mg,Vitaminas,26.73
Suplemento de Magnésio,Vitaminas,40.54
Antibiótico,Remédios,20.01
Antiácido,Remédios,94.04
Fita Adesiva,Perfumaria,61.43
Escova de Cabelo,Perfumaria,31.26
Lentes de Contato,Perfumaria,30.7
Escova de Dente,Perfumaria,69.22
Paracetamol 500mg,Remédios,74.19
Suplemento de Vitamina D,Vitaminas,13.77
Suplemento de Vitamina D,Vitaminas,12.6
Desodorante,Perfumaria,44.83
Termômetro Digital,Perfumaria,93.15
Termômetro de Infravermelho,Perfumaria,69.59
Fita Adesiva,Perfumaria,58.52
Pasta de Dente,Perfumaria,79.03
Protetor Solar,Perfumaria,63.55
Escova de Cabelo,Perfumaria,48.09
Pasta de Dente,Perfumaria,47.31
Band-aid,Perfumaria,77.18
Compressa Fria,Perfumaria,46.02
Paracetamol 500mg,Remédios,10.41
Inalador,Remédios,21.88
Anti-inflamatório,Remédios,52.93
Escova de Dente,Perfumaria,24.44
Lenços Umedecidos,Perfumaria,78.86
Escova de Dente,Perfumaria,9.01
Termômetro Digital,Perfumaria,85.86
Pomada para Artrose,Remédios,99.89
Anti-inflamatório,Remédios,30.44
Termômetro Digital,Perfumaria,54.8
Creme Anti-idade,Perfumaria,96.76
Cotonetes,Perfumaria,73.91
Ibuprofeno 200mg,Remédios,47.25
Roupas de Compressão,Perfumaria,28.21
Colágeno em Pó,Vitaminas,24.91
Cotonetes,Perfumaria,30.44
Gel Antisséptico,Perfumaria,80.17
Escova de Dente,Perfumaria,86.12
Suplemento de Vitamina D,Vitaminas,76.46
Lenços Umedecidos,Perfumaria,23.56
Máscara de Cílios,Perfumaria,44.2
Creme para as Mãos,Perfumaria,18.02
Lentes de Contato,Perfumaria,8.16
Colágeno em Pó,Vitaminas,11.6
Band-aid,Perfumaria,49.06
Creme para as Mãos,Perfumaria,56.35
Suplemento de Magnésio,Vitaminas,83.58
Termômetro Digital,Perfumaria,78.72
Creme Anti-idade,Perfumaria,29.02
Fita Adesiva,Perfumaria,17.47
Antiácido,Remédios,80.69
Ibuprofeno 200mg,Remédios,11.35
Fraldas Descartáveis,Perfumaria,73.22
Inalador,Remédios,78.11
Antialérgico,Remédios,84.15
Suplemento de Magnésio,Vitaminas,45.91
Ibuprofeno 200mg,Remédios,23.5
Suplemento de Ômega 3,Vitaminas,44.45
Anti-inflamatório,Remédios,54.51
Escova de Dente,Perfumaria,36.18
Pomada para Assaduras,Perfumaria,19.93
Fita Adesiva,Perfumaria,71.57
Suplemento de Cálcio,Vitaminas,46.58
Pasta de Dente,Perfumaria,38.34
Suplemento de Vitamina D,Vitaminas,56.07
Desodorante,Perfumaria,92.49
Paracetamol 500mg,Remédios,61.78
Suplemento de Ômega 3,Vitaminas,71.83
Gaze Esterilizada,Perfumaria,45.56
Creme Anti-idade,Perfumaria,97.43
Antiácido,Remédios,70.3
Creme para as Mãos,Perfumaria,10.59
Creme Anti-idade,Perfumaria,23.17
Gaze Esterilizada,Perfumaria,25.93
Lenços Umedecidos,Perfumaria,27.22
Creme Hidratante,Perfumaria,46.5
Gaze Esterilizada,Perfumaria,25.5
Creme Anti-idade,Perfumaria,38.47
Pomada para Artrose,Remédios,57.02
Protetor Labial,Perfumaria,48.14
Colírio,Remédios,62.83
Termômetro de Infravermelho,Perfumaria,46.72
Pasta de Dente,Perfumaria,90.04
Colírio,Remédios,95.51
Creme Anti-idade,Perfumaria,20.87
Xarope para Tosse,Remédios,25.7
Cotonetes,Perfumaria,34.47
Xarope para Tosse,Remédios,49.95
Fita Adesiva,Perfumaria,21.04
Colírio,Remédios,96.66
Pasta de Dente,Perfumaria,72.08
Creme Anti-idade,Perfumaria,15.06
Inalador,Remédios,62.26
Antifúngico,Remédios,76.97
Lenços Umedecidos,Perfumaria,54.47
Termômetro Digital,Perfumaria,97.02
Xarope para Tosse,Remédios,75.36
Escova de Dente,Perfumaria,92.3
Pomada Antisséptica,Perfumaria,71.43
Vitamina C 1000mg,Vitaminas,73.76
Inalador,Remédios,94.38
Cotonetes,Perfumaria,49.77
Antibiótico,Remédios,48.76
Colírio,Remédios,19.65
Suplemento de Ômega 3,Vitaminas,64.3
Protetor Labial,Perfumaria,78.68
Aspirina 500mg,Remédios,63.81
Fraldas Descartáveis,Perfumaria,18.71
Creme Hidratante,Perfumaria,67.32
Termômetro de Infravermelho,Perfumaria,63.44
Anti-inflamatório,Remédios,49.44
Suplemento de Cálcio,Vitaminas,18.25
Aspirina 500mg,Remédios,14.6
Ibuprofeno 200mg,Remédios,40.3
Band-aid,Perfumaria,63.56
Escova de Cabelo,Perfumaria,84.09
Band-aid,Perfumaria,95.11
Paracetamol 500mg,Remédios,98.39
Fraldas Descartáveis,Perfumaria,27.56
Aspirina 500mg,Remédios,70.84
Inalador,Remédios,46.33
Antibiótico,Remédios,92.93
Antiácido,Remédios,49.92
Pasta de Dente,Perfumaria,31.4
Creme Anti-idade,Perfumaria,20.12
Gel Antisséptico,Perfumaria,9.11
Suplemento de Vitamina D,Vitaminas,80.94
Antialérgico,Remédios,15.99
Aspirina 500mg,Remédios,30.0
Pomada para Artrose,Remédios,58.23
Desodorante,Perfumaria,35.78
Inalador,Remédios,14.17
Colírio,Remédios,85.32
Lenços Umedecidos,Perfumaria,50.25
Fraldas Descartáveis,Perfumaria,14.27
Soro Fisiológico,Remédios,91.22
Paracetamol 500mg,Remédios,65.38
Fraldas Descartáveis,Perfumaria,61.01
Colírio,Remédios,23.96
Aspirina 500mg,Remédios,70.82
Fraldas Descartáveis,Perfumaria,42.0
Antialérgico,Remédios,17.7
Suplemento de Cálcio,Vitaminas,12.61
Fraldas Descartáveis,Perfumaria,34.99
Suplemento de Vitamina D,Vitaminas,79.1
Compressa Fria,Perfumaria,23.99
Lentes de Contato,Perfumaria,15.72
Creme para as Mãos,Perfumaria,50.48
Soro Fisiológico,Remédios,84.82
Pasta de Dente,Perfumaria,97.02
Antialérgico,Remédios,63.48
Xarope para Tosse,Remédios,81.25
Antibiótico,Remédios,76.91
Creme Anti-idade,Perfumaria,25.99
Creme Anti-idade,Perfumaria,96.0
Creme para as Mãos,Perfumaria,65.79
Gel Antisséptico,Perfumaria,31.54
Vitamina C 1000mg,Vitaminas,33.25
Inalador,Remédios,74.54
Escova de Dente,Perfumaria,16.32
Pomada para Assaduras,Perfumaria,53.77
Roupas de Compressão,Perfumaria,23.75
Suplemento de Magnésio,Vitaminas,34.45
Creme Hidratante,Perfumaria,60.44
Creme Anti-idade,Perfumaria,97.81
Soro Fisiológico,Remédios,6.18
Antifúngico,Remédios,72.28
Creme para as Mãos,Perfumaria,92.63
Antiácido,Remédios,6.4
Antialérgico,Remédios,98.3
Creme Hidratante,Perfumaria,51.1
Inalador,Remédios,72.38
Xarope para Tosse,Remédios,14.66
Suplemento de Vitamina D,Vitaminas,20.83
Pomada para Artrose,Remédios,26.11
Creme para as Mãos,Perfumaria,29.28
Antibiótico,Remédios,60.18
Desodorante,Perfumaria,32.41
Desodorante,Perfumaria,40.1
Cotonetes,Perfumaria,68.0
Anti-inflamatório,Remédios,59.91
Antibiótico,Remédios,27.75
Pomada para Assaduras,Perfumaria,92.12
Compressa Fria,Perfumaria,75.16
Suplemento de Ômega 3,Vitaminas,87.37
Protetor Solar,Perfumaria,58.3
Creme Anti-idade,Perfumaria,48.02
Colágeno em Pó,Vitaminas,71.18
Termômetro de Infravermelho,Perfumaria,86.92
Protetor Labial,Perfumaria,69.86
Pasta de Dente,Perfumaria,10.17
Band-aid,Perfumaria,12.64
Creme Anti-idade,Perfumaria,39.58
Escova de Cabelo,Perfumaria,38.32
Fraldas Descartáveis,Perfumaria,90.21
Antialérgico,Remédios,90.17
Band-aid,Perfumaria,42.58
Termômetro Digital,Perfumaria,39.68
Fita Adesiva,Perfumaria,65.88
Máscara de Cílios,Perfumaria,27.31
Soro Fisiológico,Remédios,31.03
Creme para as Mãos,Perfumaria,61.67
Gel Antisséptico,Perfumaria,81.52
Escova de Dente,Perfumaria,63.58
Paracetamol 500mg,Remédios,74.44
Cotonetes,Perfumaria,43.7
Antiácido,Remédios,20.3
Gaze Esterilizada,Perfumaria,76.44
Protetor Labial,Perfumaria,67.86
Gaze Esterilizada,Perfumaria,26.42
Fita Adesiva,Perfumaria,55.35
Pasta de Dente,Perfumaria,11.72
Creme Hidratante,Perfumaria,81.01
Lenços Umedecidos,Perfumaria,57.26
Colírio,Remédios,44.15
Xarope para Tosse,Remédios,19.92
Soro Fisiológico,Remédios,39.65
Protetor Labial,Perfumaria,49.74
Creme para as Mãos,Perfumaria,78.21
Xarope para Tosse,Remédios,31.29
Fraldas Descartáveis,Perfumaria,73.26
Xarope para Tosse,Remédios,32.23
Band-aid,Perfumaria,25.12
Protetor Labial,Perfumaria,83.33
Escova de Cabelo,Perfumaria,77.35
Creme para as Mãos,Perfumaria,30.53
Inalador,Remédios,65.18
Vitamina C 1000mg,Vitaminas,26.96
Aspirina 500mg,Remédios,23.59
Aspirina 500mg,Remédios,53.23
Suplemento de Vitamina D,Vitaminas,67.69
Escova de Dente,Perfumaria,47.62
Anti-inflamatório,Remédios,58.02
Protetor Solar,Perfumaria,23.78
Fraldas Descartáveis,Perfumaria,89.95
Protetor Labial,Perfumaria,23.53
Protetor Labial,Perfumaria,6.75
Termômetro Digital,Perfumaria,13.71
Máscara de Cílios,Perfumaria,55.73
Creme Anti-idade,Perfumaria,52.31
Colágeno em Pó,Vitaminas,82.7
Colírio,Remédios,38.94
Suplemento de Cálcio,Vitaminas,81.59
Antibiótico,Remédios,63.25
Cotonetes,Perfumaria,58.17
Antibiótico,Remédios,6.02
Suplemento de Vitamina D,Vitaminas,72.91
Creme para as Mãos,Perfumaria,87.07
Máscara de Cílios,Perfumaria,33.03
Xarope para Tosse,Remédios,21.52
Pasta de Dente,Perfumaria,43.92
Roupas de Compressão,Perfumaria,27.3
Antiácido,Remédios,43.61
Pasta de Dente,Perfumaria,22.52
Fraldas Descartáveis,Perfumaria,10.37
Gaze Esterilizada,Perfumaria,6.05
Creme Hidratante,Perfumaria,77.33
Xarope para Tosse,Remédios,8.82
Suplemento de Cálcio,Vitaminas,46.55
Antifúngico,Remédios,66.85
Colágeno em Pó,Vitaminas,74.86
Colágeno em Pó,Vitaminas,62.63
Máscara de Cílios,Perfumaria,73.48
Desodorante,Perfumaria,61.78
Antifúngico,Remédios,70.35
Antialérgico,Remédios,72.08
Protetor Solar,Perfumaria,39.52
Desodorante,Perfumaria,94.51
Fita Adesiva,Perfumaria,7.42
Paracetamol 500mg,Remédios,89.2
Anti-inflamatório,Remédios,69.36
Antialérgico,Remédios,47.45
Suplemento de Ômega 3,Vitaminas,22.92
Máscara de Cílios,Perfumaria,23.9
Ibuprofeno 200mg,Remédios,45.53
Roupas de Compressão,Perfumaria,56.27
Desodorante,Perfumaria,69.43
Ibuprofeno 200mg,Remédios,39.82
Lentes de Contato,Perfumaria,23.05
Band-aid,Perfumaria,79.47
Escova de Cabelo,Perfumaria,90.4
Suplemento de Magnésio,Vitaminas,56.85
Fita Adesiva,Perfumaria,64.56
Antifúngico,Remédios,34.29
Termômetro Digital,Perfumaria,29.08
Suplemento de Vitamina D,Vitaminas,64.57
Suplemento de Ômega 3,Vitaminas,42.39
Creme Hidratante,Perfumaria,61.19
Lentes de Contato,Perfumaria,89.88
Fraldas Descartáveis,Perfumaria,28.47
Gel Antisséptico,Perfumaria,89.06
Compressa Fria,Perfumaria,30.65
Band-aid,Perfumaria,56.45
Termômetro Digital,Perfumaria,43.61
Pomada Antisséptica,Perfumaria,12.59
Colágeno em Pó,Vitaminas,19.37
Pomada para Artrose,Remédios,68.01
Fraldas Descartáveis,Perfumaria,27.47
Inalador,Remédios,49.44
Termômetro Digital,Perfumaria,23.17
Pomada para Assaduras,Perfumaria,41.3
Protetor Solar,Perfumaria,17.33
Vitamina C 1000mg,Vitaminas,18.98
Vitamina C 1000mg,Vitaminas,52.36
Suplemento de Vitamina D,Vitaminas,59.07
Antialérgico,Remédios,46.74
Suplemento de Cálcio,Vitaminas,98.38
Roupas de Compressão,Perfumaria,20.16
Suplemento de Vitamina D,Vitaminas,36.15
Roupas de Compressão,Perfumaria,70.6
Antibiótico,Remédios,75.57
Escova de Cabelo,Perfumaria,41.73
Escova de Cabelo,Perfumaria,93.87
Colágeno em Pó,Vitaminas,38.42
Escova de Dente,Perfumaria,33.08
Colágeno em Pó,Vitaminas,35.4
Creme para as Mãos,Perfumaria,15.26
Vitamina C 1000mg,Vitaminas,92.94
Antiácido,Remédios,41.99
Paracetamol 500mg,Remédios,81.2
Suplemento de Vitamina D,Vitaminas,97.88
Pomada para Assaduras,Perfumaria,76.19
Colírio,Remédios,99.61
Fraldas Descartáveis,Perfumaria,92.11
Xarope para Tosse,Remédios,22.0
Máscara de Cílios,Perfumaria,87.16
Lenços Umedecidos,Perfumaria,45.65
Fraldas Descartáveis,Perfumaria,21.46
Termômetro de Infravermelho,Perfumaria,63.13
Termômetro de Infravermelho,Perfumaria,31.52
Colírio,Remédios,85.14
Paracetamol 500mg,Remédios,62.4
Aspirina 500mg,Remédios,65.13
Vitamina C 1000mg,Vitaminas,70.74
Roupas de Compressão,Perfumaria,65.02
Creme Hidratante,Perfumaria,31.64
Band-aid,Perfumaria,59.03
Gaze Esterilizada,Perfumaria,78.11
Protetor Labial,Perfumaria,72.79
Termômetro de Infravermelho,Perfumaria,74.6
Roupas de Compressão,Perfumaria,30.04
Xarope para Tosse,Remédios,37.25
Creme Hidratante,Perfumaria,8.33
Lentes de Contato,Perfumaria,77.88
Creme para as Mãos,Perfumaria,41.54
Máscara de Cílios,Perfumaria,53.12
Ibuprofeno 200mg,Remédios,27.06
Anti-inflamatório,Remédios,30.66
Compressa Fria,Perfumaria,69.51
Vitamina C 1000mg,Vitaminas,33.42
Pomada Antisséptica,Perfumaria,62.53
Compressa Fria,Perfumaria,52.76
Suplemento de Ômega 3,Vitaminas,57.33
Pomada para Artrose,Remédios,79.39
Desodorante,Perfumaria,34.07
Termômetro de Infravermelho,Perfumaria,51.74
Lenços Umedecidos,Perfumaria,63.61
Escova de Dente,Perfumaria,71.97
Antialérgico,Remédios,31.67
Xarope para Tosse,Remédios,81.14
Aspirina 500mg,Remédios,11.27
Suplemento de Ômega 3,Vitaminas,46.33
Creme para as Mãos,Perfumaria,49.31
Antiácido,Remédios,53.2
Pomada Antisséptica,Perfumaria,26.85
Escova de Dente,Perfumaria,83.03
Antialérgico,Remédios,61.19
Colágeno em Pó,Vitaminas,49.98
Band-aid,Perfumaria,55.28
Lentes de Contato,Perfumaria,12.07
Protetor Solar,Perfumaria,12.41
Cotonetes,Perfumaria,74.99
Protetor Solar,Perfumaria,33.61
Suplemento de Ômega 3,Vitaminas,87.77
Pasta de Dente,Perfumaria,29.74
Paracetamol 500mg,Remédios,9.04
Protetor Solar,Perfumaria,23.1
Lentes de Contato,Perfumaria,38.15
Suplemento de Cálcio,Vitaminas,50.05
Roupas de Compressão,Perfumaria,29.91
Protetor Solar,Perfumaria,76.37
Roupas de Compressão,Perfumaria,19.63
Creme Anti-idade,Perfumaria,7.46
Termômetro Digital,Perfumaria,47.13
Band-aid,Perfumaria,94.53
Pasta de Dente,Perfumaria,21.54
Antifúngico,Remédios,88.09
Colágeno em Pó,Vitaminas,76.96
Creme Hidratante,Perfumaria,25.86
Compressa Fria,Perfumaria,82.33
Lentes de Contato,Perfumaria,36.58
Máscara de Cílios,Perfumaria,80.93
Suplemento de Ômega 3,Vitaminas,90.74
Creme Hidratante,Perfumaria,20.43
Desodorante,Perfumaria,9.15
Ibuprofeno 200mg,Remédios,60.58
Protetor Solar,Perfumaria,80.43
Suplemento de Ômega 3,Vitaminas,14.09
Fraldas Descartáveis,Perfumaria,50.33
Aspirina 500mg,Remédios,28.7
Antialérgico,Remédios,80.94
Lenços Umedecidos,Perfumaria,72.0
Suplemento de Magnésio,Vitaminas,54.01
Anti-inflamatório,Remédios,88.44
Vitamina C 1000mg,Vitaminas,84.46
Colírio,Remédios,69.68
Termômetro Digital,Perfumaria,97.45
Anti-inflamatório,Remédios,71.27
Gel Antisséptico,Perfumaria,74.83
Suplemento de Cálcio,Vitaminas,91.74
Xarope para Tosse,Remédios,56.88
Band-aid,Perfumaria,69.78
Gel Antisséptico,Perfumaria,58.17
Antialérgico,Remédios,8.44
Antifúngico,Remédios,24.12
Pasta de Dente,Perfumaria,74.21
Lenços Umedecidos,Perfumaria,35.64
Roupas de Compressão,Perfumaria,58.62
Pasta de Dente,Perfumaria,46.1
Protetor Labial,Perfumaria,90.56
Pomada Antisséptica,Perfumaria,17.68
Creme Hidratante,Perfumaria,49.23
Xarope para Tosse,Remédios,99.57
Fraldas Descartáveis,Perfumaria,73.84
Pasta de Dente,Perfumaria,58.47
Vitamina C 1000mg,Vitaminas,39.66
Creme para as Mãos,Perfumaria,98.99
Antialérgico,Remédios,52.66
Desodorante,Perfumaria,8.32
Lenços Umedecidos,Perfumaria,37.11
Fita Adesiva,Perfumaria,41.98
Compressa Fria,Perfumaria,92.33
Vitamina C 1000mg,Vitaminas,27.66
Band-aid,Perfumaria,48.45
Desodorante,Perfumaria,54.3
Termômetro Digital,Perfumaria,85.04
Aspirina 500mg,Remédios,68.93
Pomada Antisséptica,Perfumaria,87.09
Protetor Solar,Perfumaria,40.63
Fita Adesiva,Perfumaria,86.08
Roupas de Compressão,Perfumaria,37.72
Aspirina 500mg,Remédios,15.35
Cotonetes,Perfumaria,60.0
Creme Hidratante,Perfumaria,50.93
Aspirina 500mg,Remédios,42.95
Pasta de Dente,Perfumaria,20.71
Termômetro Digital,Perfumaria,30.46
Suplemento de Magnésio,Vitaminas,79.24
Pasta de Dente,Perfumaria,47.09
Band-aid,Perfumaria,94.72
Anti-inflamatório,Remédios,80.47
Desodorante,Perfumaria,90.06
Pomada para Assaduras,Perfumaria,96.28
Escova de Cabelo,Perfumaria,70.52
Máscara de Cílios,Perfumaria,23.12
Creme para as Mãos,Perfumaria,84.56
Anti-inflamatório,Remédios,20.38
Colágeno em Pó,Vitaminas,40.16
Creme Hidratante,Perfumaria,27.65
Creme Hidratante,Perfumaria,7.93
Creme para as Mãos,Perfumaria,73.05
Antibiótico,Remédios,16.52
Gel Antisséptico,Perfumaria,28.71
Pomada Antisséptica,Perfumaria,92.3
Vitamina C 1000mg,Vitaminas,30.35
Roupas de Compressão,Perfumaria,32.54
Antiácido,Remédios,86.86
Suplemento de Cálcio,Vitaminas,59.57
Escova de Cabelo,Perfumaria,67.77
Máscara de Cílios,Perfumaria,43.0
Escova de Dente,Perfumaria,91.28
Suplemento de Cálcio,Vitaminas,45.41
Gaze Esterilizada,Perfumaria,61.52
Compressa Fria,Perfumaria,26.63
Band-aid,Perfumaria,71.04
Protetor Labial,Perfumaria,94.56
Pasta de Dente,Perfumaria,26.11
Colírio,Remédios,82.47
Lenços Umedecidos,Perfumaria,58.2
Máscara de Cílios,Perfumaria,38.46
Termômetro Digital,Perfumaria,6.86
Xarope para Tosse,Remédios,88.3
Ibuprofeno 200mg,Remédios,89.24
Xarope para Tosse,Remédios,22.67
Suplemento de Ômega 3,Vitaminas,47.2
Suplemento de Ômega 3,Vitaminas,44.76
Colírio,Remédios,42.76
Pasta de Dente,Perfumaria,25.01
Escova de Dente,Perfumaria,17.48
Lenços Umedecidos,Perfumaria,59.71
Pasta de Dente,Perfumaria,23.87
Antibiótico,Remédios,81.28
Suplemento de Vitamina D,Vitaminas,50.4
Lenços Umedecidos,Perfumaria,59.34
Anti-inflamatório,Remédios,40.36
Pomada Antisséptica,Perfumaria,93.59
Lentes de Contato,Perfumaria,79.61
Máscara de Cílios,Perfumaria,22.48
Ibuprofeno 200mg,Remédios,21.73
Vitamina C 1000mg,Vitaminas,51.88
Protetor Solar,Perfumaria,24.55
Termômetro de Infravermelho,Perfumaria,67.58
Termômetro de Infravermelho,Perfumaria,32.18
Desodorante,Perfumaria,21.36
Creme para as Mãos,Perfumaria,95.25
Gaze Esterilizada,Perfumaria,85.78
Gaze Esterilizada,Perfumaria,38.34
Suplemento de Ômega 3,Vitaminas,69.62
Anti-inflamatório,Remédios,25.73
Cotonetes,Perfumaria,91.85
Antifúngico,Remédios,7.14
Lenços Umedecidos,Perfumaria,6.08
Pasta de Dente,Perfumaria,33.69
Pasta de Dente,Perfumaria,90.29
Roupas de Compressão,Perfumaria,51.5
Suplemento de Cálcio,Vitaminas,24.25
Compressa Fria,Perfumaria,95.43
Lenços Umedecidos,Perfumaria,42.68
Desodorante,Perfumaria,38.4
Creme Hidratante,Perfumaria,99.48
Creme Hidratante,Perfumaria,50.83
Antiácido,Remédios,82.7
Fita Adesiva,Perfumaria,68.42
Ibuprofeno 200mg,Remédios,38.83
Antifúngico,Remédios,41.7
Protetor Solar,Perfumaria,97.64
Compressa Fria,Perfumaria,79.6
Antibiótico,Remédios,34.64
Creme Anti-idade,Perfumaria,79.1
Creme Anti-idade,Perfumaria,61.26
Lenços Umedecidos,Perfumaria,91.6
Termômetro de Infravermelho,Perfumaria,8.02
Fraldas Descartáveis,Perfumaria,19.31
Pomada Antisséptica,Perfumaria,95.9
Compressa Fria,Perfumaria,37.78
Band-aid,Perfumaria,77.05
Pomada para Artrose,Remédios,57.45
Compressa Fria,Perfumaria,9.59
Antiácido,Remédios,57.97
Gel Antisséptico,Perfumaria,8.04
Band-aid,Perfumaria,65.6
Gel Antisséptico,Perfumaria,38.45
Creme Anti-idade,Perfumaria,12.98
Pomada para Artrose,Remédios,88.73
Vitamina C 1000mg,Vitaminas,59.0
Ibuprofeno 200mg,Remédios,45.3
Antialérgico,Remédios,36.13
Desodorante,Perfumaria,40.58
Suplemento de Magnésio,Vitaminas,63.55
Paracetamol 500mg,Remédios,21.35
Colírio,Remédios,27.62
Escova de Dente,Perfumaria,44.63
Cotonetes,Perfumaria,43.15
Escova de Dente,Perfumaria,39.18
Cotonetes,Perfumaria,99.14
Creme Hidratante,Perfumaria,86.7
